Age,Gender,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Claim
27,F,10,0,1,1200,5,Garage,9,No
41,M,1,0,2,1400,6,Drive,1,Yes
77,M,7,0,2,1800,6,Garage,4,Yes
64,F,41,0,0,1400,4,Garage,6,No
28,M,6,0,3,1400,3,Garage,4,No
48,M,24,0,0,1200,5,Road,4,Yes
67,F,28,0,3,1200,3,Garage,3,No
30,F,6,0,4,1200,3,Drive,12,No
36,M,7,0,3,1200,3,Garage,3,No
66,F,13,0,2,1400,5,Garage,1,No
69,F,38,0,2,1400,5,Drive,6,Yes
49,M,20,0,0,1200,5,Garage,6,No
35,F,2,0,0,1200,4,Garage,3,No
71,F,11,0,4,2000,6,Garage,1,Yes
34,F,15,0,0,1400,2,Garage,2,No
57,F,22,8,4,1400,5,Road,8,Yes
60,F,15,0,1,1200,6,Garage,3,No
71,M,25,0,2,1600,6,Garage,4,Yes
45,M,26,0,4,1400,6,Garage,16,No
28,F,7,0,0,1400,3,Garage,3,No
68,M,12,0,1,1200,4,Road,1,Yes
61,M,2,0,3,1600,7,Drive,4,Yes
49,F,14,0,4,1400,6,Garage,9,No
46,F,17,0,4,1200,3,Garage,3,No
72,F,10,0,3,1200,2,Garage,11,Yes
64,M,12,0,2,1200,4,Garage,1,No
18,M,1,0,4,1400,5,Garage,4,Yes
60,F,6,0,2,1200,4,Garage,9,No
40,M,15,0,3,1400,4,Garage,2,No
54,F,3,0,0,1200,5,Garage,2,No
52,M,30,0,3,1400,7,Garage,17,Yes
64,F,44,0,3,1200,6,Garage,1,No
31,M,9,0,0,1200,3,Road,11,No
33,M,8,0,3,1400,6,Garage,2,No
37,M,15,0,0,1400,2,Road,1,No
41,M,11,0,4,1200,4,Garage,16,No
23,F,5,0,4,1200,5,Garage,1,No
64,F,27,0,1,1200,3,Garage,1,No
27,F,10,0,4,1200,6,Garage,2,No
52,M,32,0,3,1200,3,Road,1,No
20,F,1,0,1,1400,6,Road,10,Yes
36,M,15,0,3,1600,7,Road,2,Yes
34,M,5,0,0,1200,6,Road,1,Yes
23,M,2,0,0,1200,3,Garage,6,Yes
52,M,33,8,3,1400,5,Garage,16,Yes
24,F,7,0,1,1200,5,Garage,5,No
52,M,29,0,1,2800,5,Garage,17,Yes
52,M,9,0,1,1400,3,Road,2,Yes
30,F,1,0,3,1200,4,Road,9,No
80,F,35,0,0,1200,6,Garage,2,Yes
25,M,6,0,3,1200,3,Garage,7,No
23,M,2,0,3,1400,6,Garage,1,Yes
26,M,9,0,2,1400,6,Garage,7,No
42,F,16,0,4,1200,5,Garage,6,No
54,M,20,4,3,1200,2,Garage,1,Yes
79,F,30,0,2,1400,5,Road,12,Yes
80,F,29,0,3,1200,3,Garage,1,Yes
76,M,34,0,2,1200,3,Garage,1,No
36,F,12,0,0,1400,3,Road,1,No
72,F,5,0,1,1400,6,Road,11,Yes
49,F,13,0,4,1200,3,Road,1,No
39,M,15,0,0,1200,5,Garage,7,No
33,F,16,0,0,1400,5,Garage,16,No
80,F,24,0,3,1200,2,Garage,2,Yes
65,F,26,0,0,1200,3,Garage,1,No
44,F,16,0,0,1200,5,Drive,8,No
53,F,2,8,4,1400,3,Garage,7,Yes
55,M,38,0,3,1400,5,Garage,1,No
46,M,12,0,0,1400,4,Garage,15,No
54,F,1,0,4,1200,4,Garage,10,No
42,F,16,4,2,1400,2,Garage,1,Yes
53,F,20,0,3,2000,4,Garage,3,No
44,M,16,0,1,1400,6,Road,8,Yes
55,F,10,0,0,1200,2,Road,1,No
52,F,1,0,0,1200,3,Garage,10,No
72,F,34,0,1,1200,2,Garage,2,No
64,F,45,0,0,1600,7,Garage,2,Yes
19,M,2,0,4,1200,6,Garage,10,Yes
73,M,28,0,1,1600,5,Road,1,Yes
71,M,42,4,3,1200,5,Garage,5,Yes
79,M,36,0,2,1800,4,Garage,3,No
43,F,8,0,4,1600,3,Garage,3,No
18,F,1,0,0,1200,6,Garage,2,No
76,M,2,0,3,1200,3,Garage,11,No
32,F,1,0,3,1200,4,Garage,9,No
25,F,3,0,1,1400,5,Garage,5,No
37,F,1,0,4,1400,6,Drive,1,No
46,F,25,0,0,1400,4,Garage,3,No
27,M,1,0,4,1800,4,Road,1,Yes
73,M,33,4,1,1600,5,Drive,1,Yes
30,F,2,0,0,1400,3,Garage,2,No
68,F,25,0,0,1400,5,Garage,9,Yes
70,M,9,0,2,2000,4,Garage,7,Yes
51,F,9,0,1,1200,5,Garage,18,No
44,M,7,0,0,1400,6,Garage,11,No
30,M,13,0,3,1200,5,Garage,8,No
77,F,1,0,3,1200,3,Road,5,Yes
73,M,17,0,0,1600,7,Road,5,Yes
50,M,21,0,3,1400,5,Garage,1,No
37,F,10,0,4,1200,4,Drive,2,No
41,M,15,0,3,1600,7,Garage,2,No
29,F,9,0,1,1400,5,Garage,14,No
25,M,2,0,2,1200,5,Garage,1,No
60,M,4,0,3,1400,5,Garage,1,No
53,M,25,8,1,1400,3,Road,4,Yes
76,M,31,4,1,1600,3,Garage,9,Yes
20,F,3,0,1,1600,6,Garage,17,Yes
18,F,1,0,4,1200,5,Garage,11,No
49,F,19,8,3,1400,7,Garage,2,Yes
58,F,5,0,0,1200,2,Garage,1,No
32,M,10,0,4,1600,6,Garage,15,No
65,M,39,0,3,1400,3,Garage,1,No
28,M,6,0,3,1400,4,Garage,7,No
26,F,5,0,1,1800,4,Garage,6,No
29,F,2,4,2,1600,2,Garage,4,Yes
18,M,1,0,4,1400,3,Garage,3,Yes
21,M,1,0,3,1600,3,Garage,7,Yes
37,M,2,0,1,1200,2,Garage,2,No
44,F,3,0,1,1400,4,Drive,1,No
42,M,25,0,4,1200,3,Garage,6,No
76,M,15,0,4,1400,4,Road,3,Yes
45,F,20,0,4,1800,7,Road,3,Yes
50,M,14,0,4,1800,5,Garage,2,No
61,M,40,8,1,1400,6,Road,3,Yes
63,F,16,0,1,1800,7,Garage,2,Yes
45,F,10,8,2,1200,5,Road,1,Yes
42,M,25,0,4,1400,7,Road,2,Yes
38,F,21,0,2,1200,3,Garage,2,No
67,F,34,0,0,1200,6,Road,16,Yes
41,M,20,0,2,1200,6,Road,2,Yes
39,M,1,0,3,1400,6,Garage,1,No
58,F,40,0,2,1200,5,Road,6,Yes
42,F,6,0,1,1200,3,Garage,11,No
37,M,1,0,4,1400,4,Garage,4,No
63,M,9,0,2,1400,5,Garage,1,No
35,M,9,8,0,1400,5,Garage,1,Yes
71,M,24,8,4,1400,4,Garage,7,Yes
34,M,17,0,4,1400,4,Drive,1,No
54,M,11,4,0,1200,2,Garage,6,Yes
75,F,20,0,1,1200,3,Garage,8,Yes
77,F,41,0,0,1400,3,Garage,2,Yes
30,M,5,0,1,1400,5,Road,11,Yes
32,F,9,0,3,1400,5,Drive,1,No
61,M,19,0,2,1600,5,Garage,9,Yes
28,M,4,0,3,1200,2,Garage,9,No
46,F,9,0,4,1200,4,Garage,1,No
71,F,46,0,3,1200,5,Garage,15,Yes
43,F,6,4,1,1200,4,Garage,3,Yes
21,F,2,0,1,1400,6,Garage,5,No
26,F,9,4,3,2000,5,Garage,13,Yes
37,M,11,0,3,1400,7,Garage,1,No
45,M,6,8,3,1200,6,Road,8,Yes
76,M,7,0,1,1600,6,Garage,6,Yes
70,F,31,8,1,1400,5,Garage,3,Yes
22,M,4,8,3,1400,3,Garage,1,Yes
49,F,24,0,1,1200,2,Garage,7,No
20,M,3,0,1,1400,2,Road,17,Yes
74,F,25,0,2,1800,5,Road,1,Yes
65,M,47,0,1,1400,6,Garage,1,No
25,M,6,4,1,1200,3,Garage,3,Yes
38,M,12,0,3,1400,5,Garage,1,No
70,F,15,0,0,1600,7,Drive,3,Yes
62,F,2,0,2,1200,6,Drive,11,Yes
52,F,31,0,1,1400,2,Garage,5,No
65,F,30,0,2,1400,3,Drive,1,Yes
69,F,48,0,2,1200,6,Road,1,Yes
59,F,13,0,1,1200,3,Drive,1,No
39,F,10,0,2,1400,3,Drive,1,No
76,M,59,8,3,1400,3,Garage,7,Yes
75,M,43,0,3,1200,6,Garage,11,No
64,M,41,0,4,2400,7,Garage,18,Yes
67,M,17,4,3,2000,3,Garage,14,Yes
36,M,1,0,3,1200,3,Garage,1,No
23,F,5,0,2,1400,7,Garage,1,Yes
68,M,34,0,4,1800,7,Drive,13,Yes
44,F,16,0,2,1800,5,Garage,12,No
73,M,26,0,4,1400,2,Garage,1,No
69,M,19,0,4,1200,2,Drive,1,No
31,M,10,8,3,1400,5,Garage,7,Yes
54,M,2,0,1,1200,4,Garage,15,No
44,M,23,0,4,1200,2,Road,1,No
36,M,1,0,2,1400,5,Road,15,Yes
74,F,16,4,1,1400,5,Garage,2,Yes
48,F,11,0,3,1200,5,Garage,3,No
36,M,14,0,0,1200,2,Garage,12,No
56,M,38,4,4,2000,5,Garage,5,Yes
24,F,6,0,4,1200,6,Road,2,Yes
59,F,1,0,1,1600,5,Garage,8,Yes
76,M,4,0,1,1400,5,Road,5,Yes
23,F,4,0,0,1200,5,Garage,3,No
43,F,25,0,4,1400,3,Garage,6,No
54,M,30,0,0,1800,5,Garage,4,No
56,M,20,0,3,1200,2,Road,17,Yes
72,M,13,0,4,1400,2,Drive,4,No
69,F,33,0,1,1800,4,Road,18,Yes
64,F,10,0,3,1600,3,Garage,3,Yes
25,M,8,0,3,1200,3,Road,2,No
65,F,2,0,1,1200,2,Road,13,Yes
35,M,14,0,3,1400,5,Road,1,No
60,M,9,8,4,1400,3,Garage,1,Yes
56,F,22,0,3,1200,6,Road,3,Yes
41,M,15,0,4,1200,5,Road,5,Yes
53,F,4,0,0,1400,4,Garage,16,No
37,F,18,4,0,1400,6,Garage,7,Yes
34,M,12,0,1,1400,6,Garage,2,No
37,M,14,0,4,1800,7,Garage,11,Yes
53,M,8,0,2,1400,7,Garage,2,No
25,F,3,0,1,1200,3,Garage,7,No
74,M,26,0,1,1200,3,Drive,2,No
22,F,2,0,4,1400,3,Road,1,Yes
58,F,13,0,1,1200,5,Garage,19,Yes
58,M,2,0,3,1400,6,Garage,14,No
28,F,1,0,0,1200,4,Garage,3,No
74,M,8,0,4,1400,5,Garage,5,Yes
46,M,16,0,0,1200,4,Garage,7,No
49,M,30,8,0,1400,5,Garage,2,Yes
19,F,1,0,2,1200,2,Road,1,No
50,M,4,0,3,1600,6,Drive,9,Yes
36,F,13,0,3,1200,2,Drive,2,No
72,F,50,0,0,1400,2,Road,12,Yes
79,M,33,0,2,1200,3,Drive,2,No
45,M,11,8,2,1400,5,Garage,1,Yes
38,M,15,0,3,1200,2,Garage,4,No
70,M,44,0,0,1200,2,Garage,4,No
44,M,4,0,1,1400,2,Garage,1,No
68,F,29,0,1,1200,2,Garage,1,No
45,F,27,0,4,1200,2,Drive,11,No
72,M,9,0,4,1400,2,Road,4,No
36,M,7,0,3,1400,2,Drive,4,No
45,M,9,0,2,1400,2,Garage,10,No
25,M,2,0,3,1200,4,Garage,16,No
66,F,5,0,3,1200,5,Garage,3,No
52,M,16,0,3,1200,6,Drive,18,Yes
59,M,16,0,2,1400,5,Garage,4,No
76,M,19,0,0,1400,6,Garage,2,No
38,M,13,0,2,1400,4,Garage,8,No
59,F,21,0,3,1200,3,Road,1,Yes
47,M,17,0,1,1400,4,Garage,1,No
70,F,43,8,3,1200,2,Garage,5,Yes
38,F,12,0,0,1200,3,Drive,2,No
70,F,39,8,0,1400,4,Road,1,Yes
52,M,22,0,1,1600,5,Road,17,Yes
21,M,2,0,0,1200,6,Road,6,Yes
73,M,53,4,3,1200,5,Garage,3,Yes
20,M,2,0,0,1200,6,Garage,16,Yes
59,M,5,0,0,1400,7,Road,5,Yes
29,M,2,0,1,1400,5,Garage,1,No
65,F,36,0,2,1400,6,Garage,1,Yes
34,M,17,0,3,1200,6,Garage,5,No
69,F,12,0,1,1600,4,Garage,2,Yes
68,M,7,4,0,1800,5,Garage,4,Yes
68,F,31,4,1,1600,3,Garage,3,Yes
53,M,17,0,1,1400,7,Garage,6,No
48,F,13,0,3,1200,5,Garage,9,No
21,M,3,0,0,1200,3,Garage,16,Yes
19,M,1,0,1,1200,6,Road,4,Yes
79,F,42,4,4,1200,6,Garage,1,Yes
52,F,1,8,2,1200,4,Road,13,Yes
32,M,15,0,0,1400,3,Garage,18,No
78,F,6,0,3,1800,4,Drive,9,Yes
30,M,5,0,1,1600,4,Road,1,Yes
19,F,2,0,4,1200,3,Garage,1,No
80,F,26,0,2,1200,3,Drive,10,Yes
55,M,5,0,3,1200,2,Garage,5,No
43,F,14,0,1,1200,5,Garage,2,No
28,M,9,0,2,1200,5,Garage,7,No
57,M,30,0,3,1200,5,Garage,2,No
33,M,4,8,1,1400,3,Garage,2,Yes
30,M,9,0,3,1400,3,Road,1,No
67,M,42,0,3,1400,7,Garage,1,No
77,F,32,0,4,1600,7,Garage,17,Yes
32,F,4,0,4,1400,4,Garage,9,No
31,M,13,0,2,1200,5,Road,6,Yes
67,F,6,0,2,1200,6,Road,13,Yes
47,F,20,0,3,1400,6,Road,1,Yes
38,M,14,0,3,1200,6,Road,4,Yes
59,M,23,0,3,1600,6,Garage,4,No
59,M,8,0,0,1400,3,Road,4,Yes
59,F,32,0,1,1400,4,Garage,1,No
59,M,8,0,1,1800,3,Road,1,Yes
66,M,22,0,4,2000,4,Road,2,Yes
73,F,38,0,4,1200,6,Garage,18,Yes
48,F,30,4,3,1200,6,Garage,2,Yes
80,M,28,0,1,1400,3,Garage,13,Yes
43,F,25,0,1,1200,4,Garage,17,No
49,M,32,0,0,1200,2,Road,12,No
79,F,51,4,3,1600,5,Road,6,Yes
22,M,4,0,0,1400,2,Garage,6,Yes
76,M,35,0,1,1400,3,Garage,4,No
25,F,8,0,4,1200,5,Garage,19,No
55,F,36,0,4,1800,3,Garage,9,No
71,F,54,0,1,1400,6,Drive,6,Yes
43,F,22,0,1,1200,5,Garage,19,No
47,F,27,0,3,1200,6,Garage,4,No
23,F,3,0,4,1400,5,Garage,1,No
74,M,28,0,3,1200,3,Garage,16,No
49,F,7,0,3,1800,4,Garage,1,No
34,M,1,0,0,1200,2,Drive,3,No
47,M,30,0,3,1400,4,Garage,4,No
32,F,6,0,4,1200,2,Drive,4,No
32,M,6,0,4,1200,2,Drive,6,No
59,M,7,8,2,1600,3,Road,1,Yes
62,F,1,0,1,1600,4,Road,2,Yes
50,F,32,0,3,1800,5,Road,3,Yes
43,F,10,0,4,1400,2,Garage,8,No
54,M,32,0,3,1200,4,Garage,2,No
73,M,2,0,0,1200,5,Garage,5,No
37,M,5,0,3,1200,2,Road,1,No
46,F,12,0,3,1200,2,Garage,1,No
60,F,21,0,4,1400,2,Road,5,No
68,F,46,0,3,1600,6,Garage,11,Yes
75,M,46,0,0,1200,2,Garage,3,No
63,M,5,8,1,1400,6,Garage,3,Yes
60,F,14,0,3,1200,6,Garage,3,No
64,F,6,0,3,1600,3,Garage,6,No
70,M,2,0,1,1600,7,Road,1,Yes
73,M,41,8,4,1400,5,Garage,4,Yes
28,M,10,0,3,1200,3,Garage,1,No
55,M,18,8,0,1400,5,Garage,2,Yes
73,F,16,4,1,1200,2,Garage,6,Yes
35,M,10,0,2,1200,6,Garage,2,No
30,F,5,0,0,1600,6,Garage,2,No
63,M,15,0,0,1400,5,Road,1,Yes
44,F,12,0,3,1200,5,Garage,5,No
53,F,20,0,4,1400,7,Garage,4,No
52,M,22,8,0,1200,3,Garage,2,Yes
24,F,7,0,3,1400,4,Road,10,Yes
33,F,5,0,0,1200,6,Garage,20,No
31,M,13,0,1,1200,4,Garage,18,No
77,M,41,0,0,1400,5,Road,1,Yes
45,M,13,0,3,1400,5,Garage,4,No
47,M,3,0,3,1400,3,Road,3,Yes
60,M,35,0,2,1800,5,Garage,18,Yes
20,F,2,0,0,1200,3,Garage,9,No
18,F,1,0,2,1200,3,Garage,5,No
42,F,2,8,4,1200,3,Garage,1,Yes
57,F,5,0,1,1200,3,Road,1,Yes
76,M,11,4,0,1400,3,Garage,7,Yes
18,M,1,0,3,1200,4,Garage,7,No
74,F,24,0,3,1200,5,Garage,7,Yes
75,M,56,0,4,1200,6,Garage,2,No
22,M,2,0,0,1400,4,Garage,5,Yes
60,M,19,0,0,1400,2,Road,7,Yes
26,F,8,0,2,1400,6,Garage,3,No
35,M,3,0,1,1200,4,Garage,1,No
37,F,17,0,4,1200,2,Garage,6,No
65,M,10,0,4,1200,2,Garage,5,No
44,F,3,8,4,1600,2,Road,5,Yes
20,M,2,0,1,1200,5,Garage,12,Yes
21,F,3,0,3,1200,2,Garage,4,No
38,M,11,0,2,1400,4,Garage,1,No
20,M,3,0,2,1200,2,Garage,8,Yes
22,M,3,8,2,1600,4,Garage,7,Yes
62,M,33,0,0,1800,4,Garage,1,Yes
28,M,11,4,0,1400,3,Garage,1,Yes
70,F,52,0,0,1400,4,Garage,9,Yes
45,M,18,0,2,1600,4,Road,13,Yes
58,F,22,8,3,1400,5,Garage,15,Yes
20,M,1,0,0,1800,6,Garage,2,Yes
32,M,12,4,4,1400,4,Garage,5,Yes
56,M,38,0,4,1200,2,Garage,4,No
57,F,20,0,2,1400,5,Garage,1,No
26,M,9,0,3,1200,2,Road,1,No
44,M,7,0,4,1400,2,Garage,17,No
29,M,11,0,0,1400,5,Garage,13,No
53,M,32,0,2,1400,2,Road,4,No
34,M,17,0,4,1200,2,Garage,1,No
76,M,34,0,3,1800,4,Garage,11,No
51,M,15,0,4,1400,4,Garage,1,No
21,F,4,0,0,1400,7,Garage,14,Yes
70,M,41,0,2,1200,2,Garage,15,No
77,F,1,0,0,2200,3,Garage,8,Yes
65,M,31,0,3,1400,2,Garage,6,No
31,F,3,0,2,1200,6,Garage,8,No
65,F,18,0,3,1200,3,Garage,3,No
38,M,20,0,4,1400,3,Garage,11,No
31,F,12,0,3,1800,6,Road,2,No
56,F,23,0,4,1600,7,Road,8,Yes
49,F,7,4,2,1400,3,Garage,1,Yes
70,M,7,4,1,1400,4,Garage,3,Yes
19,F,1,0,2,1400,6,Garage,2,No
22,M,5,0,2,1200,6,Road,1,Yes
32,M,4,0,1,1200,4,Garage,8,No
57,F,16,0,3,1600,4,Garage,4,No
31,M,5,0,4,1400,3,Garage,9,No
64,F,30,0,0,1600,5,Garage,1,Yes
63,F,26,0,4,1400,3,Road,11,Yes
55,F,30,0,4,1200,5,Garage,14,No
71,F,3,0,2,1200,2,Garage,1,No
20,F,2,0,4,1200,6,Garage,13,No
53,M,29,0,0,1200,3,Garage,1,No
69,M,24,0,0,1400,5,Garage,1,No
60,M,29,0,2,1200,6,Garage,11,No
75,M,12,0,2,1200,4,Road,8,Yes
53,M,21,4,4,1400,3,Garage,8,Yes
28,M,8,0,4,1600,6,Garage,6,No
38,F,20,0,2,1200,3,Road,1,No
52,M,20,0,1,1200,6,Garage,3,No
45,M,1,0,3,1400,6,Garage,1,No
71,M,26,0,4,1200,3,Garage,19,No
59,M,35,0,4,1200,5,Garage,1,No
79,F,2,0,2,1200,5,Garage,15,Yes
27,F,2,0,3,1200,4,Garage,6,No
71,F,52,0,0,1200,2,Road,8,Yes
35,M,17,0,2,1400,6,Garage,2,No
31,F,4,0,3,1600,3,Road,5,No
70,M,6,8,2,1400,3,Road,6,Yes
68,F,37,0,2,1600,4,Road,2,Yes
50,F,1,0,0,1600,6,Garage,6,No
45,M,12,0,3,1400,2,Garage,4,No
67,F,31,0,0,1200,5,Garage,10,Yes
65,F,29,0,4,1400,6,Garage,9,No
28,F,3,0,4,1200,2,Garage,5,No
64,M,11,0,2,1200,3,Garage,9,No
66,M,39,0,3,1200,6,Road,13,Yes
32,F,7,0,3,1600,6,Garage,14,No
80,M,28,0,0,1200,4,Road,19,Yes
31,F,6,0,1,1400,7,Garage,2,No
48,M,18,0,1,1200,6,Garage,8,No
50,F,33,0,1,1200,5,Drive,9,Yes
20,F,2,8,4,1800,3,Garage,1,Yes
48,M,26,0,1,1200,2,Garage,2,No
70,F,21,4,4,1400,4,Garage,1,Yes
71,M,42,4,0,1200,5,Drive,13,Yes
56,M,36,0,1,1400,4,Garage,1,No
19,M,1,8,3,1400,3,Road,2,Yes
78,F,17,4,2,1200,5,Garage,17,Yes
57,F,3,0,4,1200,5,Garage,5,No
59,M,25,0,3,1200,2,Road,3,No
79,F,32,0,2,1200,3,Garage,1,Yes
52,M,27,0,4,1200,4,Road,3,Yes
34,M,3,0,0,1200,6,Road,1,No
53,F,28,0,3,1200,6,Garage,3,No
28,M,4,0,1,1200,5,Garage,6,No
20,M,2,0,4,1800,6,Garage,2,Yes
20,M,3,0,4,1400,5,Garage,11,Yes
57,F,6,4,3,1200,3,Road,5,Yes
44,F,18,0,2,1400,5,Garage,4,No
62,F,39,4,4,1200,6,Garage,4,Yes
80,F,3,0,2,1400,4,Garage,3,Yes
26,M,3,0,1,1400,6,Garage,1,No
51,M,6,0,3,1400,3,Drive,3,No
31,M,7,8,2,1600,5,Garage,3,Yes
70,F,6,4,4,1800,7,Garage,1,Yes
72,M,13,0,2,1200,6,Garage,3,No
50,M,24,8,3,1400,6,Garage,15,Yes
18,M,1,0,2,1200,2,Garage,3,No
28,F,3,0,4,1200,4,Garage,1,No
40,F,4,0,4,1200,5,Road,1,Yes
78,F,55,8,3,1200,3,Road,10,Yes
45,F,3,0,1,1400,4,Road,4,No
20,F,2,4,3,1400,6,Garage,7,Yes
46,M,27,4,2,1400,4,Garage,5,Yes
45,M,27,0,1,1600,3,Road,15,Yes
68,M,28,0,0,1600,7,Drive,6,Yes
68,M,2,0,0,1600,6,Garage,8,No
57,F,30,0,0,1200,4,Garage,3,No
52,F,22,0,0,1800,5,Garage,1,No
53,M,26,0,0,1200,3,Road,11,No
67,F,43,0,2,1200,3,Garage,14,Yes
60,M,22,0,0,1800,7,Road,1,Yes
27,M,9,0,0,1400,5,Garage,7,No
75,M,54,0,4,1400,4,Garage,15,Yes
63,F,20,0,3,1400,7,Road,1,Yes
64,M,6,0,2,2000,3,Garage,5,Yes
60,M,15,4,0,1200,3,Garage,1,Yes
35,F,16,0,1,1200,5,Drive,1,No
26,F,6,0,3,1800,3,Garage,14,No
76,F,36,0,3,1600,2,Garage,16,Yes
26,F,1,4,2,1800,5,Road,9,Yes
26,F,3,0,4,1200,6,Drive,2,No
28,F,5,4,4,1200,5,Garage,8,Yes
30,M,5,4,3,1400,3,Garage,2,Yes
45,M,20,0,1,1200,6,Garage,7,No
41,M,17,8,2,1400,6,Garage,6,Yes
42,F,24,0,4,1600,6,Garage,1,No
33,M,6,0,4,1400,3,Garage,6,No
55,F,29,0,2,1600,7,Garage,2,No
74,M,26,0,1,1200,6,Garage,13,No
54,M,4,0,4,1600,2,Garage,14,No
23,F,1,0,2,1200,4,Garage,15,No
61,F,29,8,3,1200,2,Garage,13,Yes
62,F,18,0,3,1400,6,Garage,2,Yes
48,F,8,8,2,1200,2,Garage,12,Yes
71,F,54,0,3,1600,4,Garage,9,Yes
73,F,16,0,4,1200,6,Garage,3,Yes
32,F,11,0,0,1200,6,Garage,7,No
58,M,9,0,2,1400,3,Garage,2,No
79,F,49,4,1,1200,5,Garage,1,Yes
38,F,15,0,2,1400,3,Garage,1,No
73,M,5,0,4,1400,7,Garage,1,No
39,F,7,0,2,1200,3,Drive,4,No
55,F,9,0,4,1400,3,Road,5,Yes
52,F,12,0,3,1200,2,Road,3,No
40,M,21,0,1,1400,2,Garage,3,No
30,M,8,0,2,1400,2,Garage,3,No
77,M,53,0,0,1400,2,Road,2,No
58,F,17,0,3,1200,5,Garage,4,No
75,F,48,0,0,1200,2,Garage,16,Yes
35,F,3,0,2,1200,4,Garage,18,No
40,M,5,0,0,1600,7,Garage,1,No
38,M,16,8,4,1600,3,Garage,10,Yes
30,F,12,0,2,1800,4,Drive,1,No
42,M,7,0,0,1400,4,Garage,18,No
78,F,2,0,3,1200,3,Drive,3,Yes
33,M,14,0,2,1600,5,Garage,17,No
75,M,34,0,3,1400,6,Garage,2,Yes
79,F,46,0,3,1600,6,Garage,8,Yes
71,F,13,0,2,1200,5,Road,4,Yes
28,F,4,0,4,1600,2,Garage,3,No
50,F,7,0,0,1200,5,Garage,6,No
22,M,1,0,1,1200,2,Road,3,Yes
75,F,42,0,3,1600,4,Garage,8,Yes
36,F,5,0,1,1600,7,Garage,4,No
62,F,38,0,2,1400,2,Garage,15,No
56,M,39,0,4,1200,2,Garage,13,No
60,M,8,0,2,1200,6,Road,2,Yes
55,M,4,0,4,1200,6,Garage,3,No
70,F,27,0,3,1600,6,Garage,1,Yes
60,M,33,0,3,1400,4,Drive,2,No
58,F,26,0,0,1200,4,Garage,19,Yes
35,M,5,0,0,1200,4,Garage,5,No
64,M,17,0,2,1400,3,Road,3,Yes
41,F,15,0,4,1200,3,Garage,2,No
31,M,6,0,0,1400,4,Road,3,Yes
30,M,12,0,4,1600,3,Garage,5,No
57,M,39,0,3,1400,5,Road,1,Yes
49,F,22,0,3,1200,3,Garage,3,No
18,M,1,0,1,1400,5,Garage,2,Yes
34,M,4,0,0,1400,4,Garage,2,No
78,M,22,8,0,1200,3,Garage,7,Yes
33,F,3,0,4,1200,4,Garage,7,No
48,M,4,8,3,1200,3,Garage,2,Yes
35,M,4,0,3,1200,5,Road,3,No
30,M,6,0,1,2400,5,Garage,2,Yes
63,F,43,0,3,1400,3,Garage,5,Yes
20,M,3,0,0,1200,6,Road,1,Yes
44,F,20,0,3,1400,6,Garage,10,No
31,F,2,0,2,1600,7,Road,1,Yes
28,F,7,8,4,1200,5,Garage,3,Yes
64,M,25,4,4,1200,3,Garage,3,Yes
50,F,12,0,1,1200,6,Garage,18,No
44,M,13,0,4,1200,6,Road,3,Yes
44,M,16,0,3,1200,4,Road,13,Yes
41,M,9,0,2,2600,6,Garage,5,Yes
19,F,1,0,0,1200,6,Garage,15,No
79,F,50,0,4,1200,6,Garage,12,Yes
60,M,9,0,2,1600,2,Road,2,No
18,F,1,0,3,1200,4,Garage,1,No
77,M,29,4,1,1200,2,Drive,3,Yes
34,F,14,0,2,1200,4,Drive,14,No
66,M,1,0,2,1200,2,Road,1,No
73,M,21,0,0,1200,3,Garage,3,No
56,F,26,0,1,1600,6,Drive,2,Yes
30,M,12,0,0,1400,7,Garage,1,No
68,F,44,0,1,1200,3,Garage,1,Yes
57,F,22,0,1,1200,3,Garage,4,No
43,F,11,0,3,1200,6,Garage,1,No
38,M,10,0,3,1800,3,Garage,4,No
45,M,10,0,4,1200,2,Road,3,No
33,M,1,0,3,1400,2,Road,19,Yes
36,M,13,0,3,1400,4,Road,1,Yes
56,M,27,8,2,1200,6,Garage,6,Yes
76,F,20,0,2,1200,6,Garage,5,Yes
35,F,12,0,1,1600,5,Garage,2,No
80,M,12,0,1,1200,2,Garage,7,No
53,M,7,0,3,1200,5,Garage,4,No
51,F,24,0,0,1200,4,Garage,1,No
72,M,24,0,0,1400,3,Garage,4,No
26,M,4,0,0,1400,6,Garage,7,No
24,M,7,0,1,1200,3,Garage,15,Yes
64,M,39,0,3,1400,3,Garage,6,No
36,F,1,0,2,1200,6,Garage,1,No
58,F,39,0,2,1400,6,Road,9,Yes
80,F,63,0,1,1600,7,Road,9,Yes
67,M,49,0,2,1200,3,Road,5,No
36,M,19,0,3,1400,4,Road,7,Yes
39,M,16,4,4,1200,4,Garage,3,Yes
45,F,28,0,4,1600,6,Road,2,Yes
74,F,50,4,3,1600,6,Garage,2,Yes
73,M,41,0,4,1600,2,Garage,14,Yes
37,F,16,0,4,1400,3,Garage,15,No
50,F,30,0,0,1600,2,Drive,19,No
28,M,11,0,3,1400,6,Garage,3,No
64,F,38,0,2,1400,3,Garage,3,Yes
39,M,22,0,0,1400,4,Garage,6,No
33,F,13,0,3,1400,4,Garage,3,No
69,M,33,0,1,1800,3,Road,5,Yes
